what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1329802370375
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1329802370484
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1329802370484
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1329802370531
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1329802370609
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1329802370703
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1329802370734
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1329802370812
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1329802370812
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1329802370843
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1329802370984
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1329802370984
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1329802370984
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1329802371046
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1329802371062
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1329802371156
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1329802371203
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1329802371265
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1329802371328
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1329802371359
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1329802371406
os,sysinfo,,,"win32",1329802371671
arch,sysinfo,,,"x86",1329802371671
ws,sysinfo,,,"win32",1329802371671
locale,sysinfo,,,"zh_CN",1329802371671
processors,sysinfo,,,"2",1329802371671
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329802371671
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1329802371671
java.specification.name,sysinfo,,,"Java Platform API Specification",1329802371671
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329802371671
java.specification.version,sysinfo,,,"1.6",1329802371671
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329802371671
java.version,sysinfo,,,"1.6.0_23",1329802371671
java.vm.info,sysinfo,,,"mixed mode",1329802371671
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1329802371671
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329802371671
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329802371671
java.vm.specification.version,sysinfo,,,"1.0",1329802371671
